1     # ionic step
 Electronic state energy (eV) and occupations
 Spin number 1
 spin=1 k-point=1/16 Cartesian=0.0000000 0.0000000 0.0000000 (2109 plane wave)
 1 -6.139950861797452 0.009259259259259262
 2 5.699097733818506 0.009259259259259262
 3 5.701444442662051 0.009259259259259262
 4 5.699743059024360 0.009259259259259262
 5 8.462155537212153 0.000000000000000
 6 8.461367259009743 0.000000000000000
 7 8.462263950811218 0.000000000000000
 8 9.003925007826385 0.000000000000000
 9 13.67325658399798 0.000000000000000
 10 13.72378362303540 0.000000000000000
 11 13.76946032722733 0.000000000000000
 12 17.30884438151934 0.000000000000000
 13 17.30586575706857 0.000000000000000
 14 17.30693625644533 0.000000000000000

 spin=1 k-point=2/16 Cartesian=-0.1666666666666727 0.1666666666666727 0.1666666666666727 (2112 plane wave)
 1 -5.783574525907327 0.07407407407407410
 2 3.382632766296544 0.07407407407407410
 3 5.282285466295352 0.07407407407407410
 4 5.282017346121781 0.07407407407407410
 5 8.173147565208854 0.000000000000000
 6 9.085125658046341 0.000000000000000
 7 9.081873376871227 0.000000000000000
 8 11.13552818878142 0.000000000000000
 9 13.02199578229305 0.000000000000000
 10 13.01994103245807 0.000000000000000
 11 15.07558800383258 0.000000000000000
 12 16.68941241577607 0.000000000000000
 13 19.10166432804179 0.000000000000000
 14 19.09766870049564 0.000000000000000

 spin=1 k-point=3/16 Cartesian=-0.3333333333333299 0.3333333333333299 0.3333333333333299 (2114 plane wave)
 1 -4.784166555974973 0.07407407407407410
 2 0.4770546148913293 0.07407407407407410
 3 4.747046235491807 0.07407407407407410
 4 4.749433190356447 0.07407407407407410
 5 7.569615578512917 0.000000000000000
 6 9.418450383219314 0.000000000000000
 7 9.417587156762551 0.000000000000000
 8 13.79718635480150 0.000000000000000
 9 13.86455047253907 0.000000000000000
 10 13.85723934121668 0.000000000000000
 11 14.99812265377344 0.000000000000000
 12 19.46992304283862 0.000000000000000
 13 20.36904802416672 0.000000000000000
 14 20.37299097809517 0.000000000000000

 spin=1 k-point=4/16 Cartesian=-0.5000000000000012 0.5000000000000012 0.5000000000000012 (2120 plane wave)
